,nodes,edges,pos
4185,4185,"[1031, 1144, 2200, 3635, 3938, 115, 745, 916, 4687, 4988]","[0.30059394131894734, 0.021381383414755928]"
4186,4186,"[2036, 2577, 3235, 3389, 4182, 4431, 1041, 1111, 1457, 1667, 2444, 4232]","[0.09446844475839689, 0.14834985438585002]"
4187,4187,"[660, 1690, 2180, 2212, 2873, 3278, 3213]","[0.17363094830000347, 0.3105232277218627]"
4188,4188,"[1158, 2012, 4004, 4055, 4695, 307, 633, 3556, 4253]","[0.8845768021962616, 0.8886153540033226]"
4189,4189,"[920, 1380, 1634, 2297, 3135, 3233, 3385, 3707, 888, 3812, 4131]","[0.08453975092947252, 0.059882965119677944]"
4190,4190,"[153, 1244, 2440, 3296, 3444, 4245, 4670, 4833, 4691, 230, 407, 719, 1007, 1277, 1631, 2178, 2563, 3101, 3973]","[0.7248369300359775, 0.8420319936008802]"
4191,4191,"[1234, 1807, 2460, 2846, 3286, 3652, 3810, 4404, 1050, 1736, 2132, 3225, 3316, 3365, 3408, 3746, 4163, 4837, 4842]","[0.7127021411707197, 0.9156890222817207]"
4192,4192,"[1351, 1400, 1790, 2509, 2603, 4120, 4402, 4226, 1573, 1701, 1757, 1959, 2182, 2771, 3202, 3613]","[0.5491639447033021, 0.7052570639630173]"
4193,4193,"[1067, 2531, 2638, 3228, 4223, 4231, 219, 662, 1751, 3176, 3230]","[0.31914095726880254, 0.48854087380804534]"
4194,4194,"[234, 945, 1223, 1619, 2275, 2290, 2441, 2727, 2744, 3008, 3015, 3499, 3603, 3805, 4755, 2160, 2165, 2276, 2396, 2842, 2885, 3283, 3611, 4041, 4700, 4772, 4797, 4865, 4906]","[0.29630726667318985, 0.5861080209213835]"
4195,4195,"[2875, 3912, 1099, 1413, 2542, 4561]","[0.8714037229084569, 0.5487728145486189]"
4196,4196,"[65, 1349, 1972, 2249, 4061, 1039, 2473, 2612, 3196, 3970, 4739, 4786]","[0.08691838521879347, 0.6561952144216746]"
4197,4197,"[1421, 2169, 2422, 2451, 2643, 3061, 3448, 3733, 4248, 5, 1094, 2279, 2779, 3323, 3681, 4514]","[0.2850390537851353, 0.3889098828051656]"
4198,4198,"[85, 173, 302, 544, 4781]","[0.2142118626440197, 0.45112210855940993]"
4199,4199,"[401, 1516, 2539, 4938, 4564, 847, 1373, 1587, 1705, 1724, 2045, 3038, 3601, 3881, 4810]","[0.5588727726688568, 0.2629916208583042]"
4200,4200,"[521, 686, 989, 1948, 2082, 2339, 2861, 107, 1527, 1603, 3084, 3847, 4444, 4549]","[0.7511546368419445, 0.35560151031572174]"
4201,4201,"[1288, 1985, 2231, 2343, 2502, 2954, 4102, 4841, 17, 300, 644, 698, 1997, 2802, 2982, 3298, 3684, 4459, 4540, 4725]","[0.5278757603017574, 0.17773396410241493]"
4202,4202,"[177, 1420, 4984, 1020, 1868, 2009, 2401, 4329, 4445]","[0.10309258651059505, 0.9088218714220634]"
4203,4203,"[324, 423, 516, 529, 1314, 1699, 2272, 2525, 2587, 463, 737, 748, 830, 905, 2684, 2769, 3191, 3512, 4469]","[0.5303049469710053, 0.8856562699993129]"
4204,4204,"[635, 669, 1324, 2825, 2945, 3217, 4036, 1771, 1781, 1927, 3045, 3256, 4491]","[0.9008412319282567, 0.0840016690773866]"
4205,4205,"[141, 223, 1335, 1361, 1775, 1825, 2495, 3023, 3292, 3560, 4066, 4843, 4334, 331, 377, 1058, 1466, 1590, 1764, 2224, 3528, 3645, 3732, 4295, 4337, 4570]","[0.26684020074347903, 0.9126722025470237]"
4206,4206,"[164, 271, 509, 880, 2125, 2784, 3259, 3452, 3738, 4732, 366, 1365, 1452, 2038, 2772, 3244, 3719]","[0.46390521764102965, 0.9211435122995388]"
4207,4207,"[206, 661, 699, 761, 790, 1449, 2288, 2362, 3793, 4416, 4456, 481, 1575, 1739, 1985, 2802, 3814, 4459, 4540]","[0.5751050919016867, 0.1838310848778234]"
4208,4208,"[949, 1176, 1266, 1710, 1886, 3064, 3536, 3861, 680, 1233, 1273, 1539, 2281, 2411]","[0.5191341322222964, 0.056079494556366405]"
4209,4209,"[2032, 2768, 3060, 4011, 4734, 1909, 2792, 4809, 4948]","[0.9829442073193106, 0.8405048594813557]"
4210,4210,"[610, 953, 2633, 2702, 4086, 4546, 170, 175, 773, 2007, 2224, 2781, 2791, 3126, 4394]","[0.21395951176647987, 0.9041126662544664]"
4211,4211,"[2135, 3195, 3841, 4588, 1363, 1616, 2204]","[0.48387129025549325, 0.09010430585107443]"
4212,4212,"[868, 1217, 1391, 3797, 3914, 4114, 4847, 339, 364, 1982, 4145, 4443, 4571, 4674, 4985]","[0.6470785866929107, 0.5640339619292752]"
4213,4213,"[805, 889, 4227, 4345, 4679, 58, 84, 2243, 2342, 3086, 4164, 4552, 4885]","[0.47568551800471537, 0.6305027361454176]"
4214,4214,"[381, 485, 772, 2140, 4072, 4117, 1248, 1704, 1752, 2199, 3266, 3356]","[0.018555692819531733, 0.05493758784358438]"
4215,4215,"[923, 1333, 1802, 4524, 4891, 317, 421, 1783, 2078, 2492, 2555, 3118, 3779]","[0.8026795685953789, 0.9671624312609165]"
4216,4216,"[196, 483, 2145, 2876, 3213, 3275, 3453, 3822, 4991, 4275, 3278, 3334, 4021, 4955]","[0.19111246803299753, 0.27098092270255747]"
4217,4217,"[813, 3493, 3609, 4587, 4972, 4702, 4566, 4287, 81, 151, 294, 2039, 2184, 2970, 3396, 3820]","[0.17594174744209423, 0.05517649763727195]"
4218,4218,"[327, 1003, 1356, 1864, 4664, 287, 1297, 3826]","[0.9517461123686004, 0.9400731384193257]"
4219,4219,"[1301, 2187, 2376, 2976, 3666, 1045, 2980, 3531, 3580, 4159]","[0.22766375720858356, 0.15046466094924704]"
4220,4220,"[224, 1342, 2289, 858, 2093, 4728, 4774, 4790]","[0.681505683454887, 0.6975711009109922]"
4221,4221,"[848, 1462, 2013, 2455, 3131, 4268, 1602, 2219, 2949, 3080]","[0.33520194090714506, 0.1363394330795611]"
4222,4222,"[1601, 2045, 3147, 3436, 3763, 4553, 4938, 251, 1461, 2074, 2522]","[0.5315005532321683, 0.2702341263512973]"
4223,4223,"[662, 1067, 2638, 4193, 4411, 114, 676, 873, 967, 1880, 2531, 3348, 3702, 4231, 4496]","[0.30589844469595684, 0.49132099534693285]"
4224,4224,"[330, 914, 1525, 2269, 2353, 2811, 2913, 3159, 4069, 265, 1034, 1076, 1322, 2074, 3763, 4483, 4711]","[0.5098725999019754, 0.297280364490759]"
4225,4225,"[2580, 2776, 3900, 3997, 4586, 4400, 460, 940, 1101, 3680, 3838, 4433, 4505, 4694]","[0.7618225731688274, 0.47140302998068695]"
4226,4226,"[1351, 1701, 1790, 2509, 2603, 3613, 4120, 4192, 4402, 184, 426, 724, 941, 1161, 1400, 1959, 2182, 2771]","[0.5575468819185293, 0.7124449236920873]"
4227,4227,"[805, 4164, 4213, 4885, 4679, 4345, 84, 549, 889, 1514, 2243, 2342, 3009, 4552, 4604]","[0.4757785964721566, 0.6348858991507186]"
4228,4228,"[681, 789, 1033, 1054, 1504, 1614, 3887, 4085, 4919, 4656, 4922, 186, 1434, 1467, 1534, 2887, 3943, 4019, 4638, 4653]","[0.9132397444129012, 0.7949268666601268]"
4229,4229,"[377, 1058, 1764, 2495, 4295, 223, 353, 452, 776, 1113, 1466, 1825, 2543, 3023, 3320, 4843, 4854]","[0.2940672069746266, 0.9056848524408998]"
4230,4230,"[1381, 4852, 4612, 1941]","[0.24398148779400464, 0.6141851714608095]"
4231,4231,"[219, 1067, 2413, 2531, 2638, 3228, 4193, 1751, 2311, 3176, 3230, 3398, 4223, 4775]","[0.3254102053635518, 0.4986900054217064]"
4232,4232,"[144, 1041, 1111, 2036, 3235, 4035, 524, 1720, 2067, 4186, 4431]","[0.08099990869395257, 0.1250111038607472]"
4233,4233,"[255, 2573, 2729, 3151, 4000, 697, 947, 2305, 2547, 4044]","[0.4437979002121686, 0.7741353862466319]"
4234,4234,"[843, 933, 1334, 1557, 3167, 3608, 512, 1920, 3823]","[0.4609904034396318, 0.16921384675833773]"
4235,4235,"[234, 948, 1427, 2160, 2358, 2396, 2695, 2820, 2842, 4039, 372, 461, 945, 1223, 2154, 2165, 2290, 2441, 2727, 3168, 3194, 3603, 3805, 4034, 4772, 4797, 4865, 4906]","[0.2867688092635562, 0.549474010720326]"
4236,4236,"[1418, 2465, 4554, 3937]","[0.3167447142418508, 0.3417280066342592]"
4237,4237,"[2776, 4158, 4694, 4935, 2580, 2839, 4400]","[0.7718080758438652, 0.44800124335449976]"
4238,4238,"[1130, 1653, 2090, 2469, 2560, 3321, 4866, 4384, 444, 564, 906, 1104, 1501, 2854, 3361, 4717]","[0.09337740293297248, 0.49039026397192587]"
4239,4239,"[2079, 4683, 4499, 471, 1414, 2186, 2549, 2800, 3279, 3621, 4592]","[0.8055764350606964, 0.03995719084010785]"
4240,4240,"[135, 1008, 1162, 1797, 2506, 2856, 4008, 4671, 405, 613, 703, 759, 841, 1717, 1730, 4760, 4967]","[0.3428082449221106, 0.24469031375503902]"
4241,4241,"[45, 222, 1098, 1170, 1916, 2450, 4724, 849, 927, 1579, 2340, 3721, 3725, 4832]","[0.12577275570328372, 0.6313806883691919]"
4242,4242,"[1286, 2980, 4006, 4387, 976, 1178, 3179, 3666]","[0.2671170406673602, 0.15079391040804768]"
4243,4243,"[111, 779, 2482, 884, 3251, 4093, 4463, 4669, 4769]","[0.20691466196870412, 0.39648027127846097]"
4244,4244,"[26, 838, 1272, 1951, 3093, 4339, 4844, 4954, 58, 1416, 1490, 3473]","[0.5160443109678977, 0.6027214516350562]"
4245,4245,"[1244, 2440, 3296, 3444, 4190, 4691, 4670, 4833, 153, 230, 407, 719, 1277, 1631, 2563, 4601]","[0.7243475918158184, 0.8332607021817635]"
4246,4246,"[195, 489, 2147, 3858, 3902, 4745, 429, 1316, 4606, 4879]","[0.6428605697936461, 0.8295988167913076]"
4247,4247,"[962, 1254, 1577, 2375, 2610, 3032, 3074, 3688, 3709, 4663, 242, 504, 1435, 2559, 3382, 4740]","[0.7606835613938429, 0.87917802840998]"
4248,4248,"[1094, 2169, 2451, 2643, 3681, 4197, 558, 2279, 2422, 3061, 3448, 3520, 3733]","[0.2925320769182389, 0.40708140417673966]"
4249,4249,"[548, 3586, 3892, 4176, 4328, 114, 1189, 1385, 2295, 4347, 4764]","[0.25460191585675784, 0.4593022301988178]"
4250,4250,"[522, 1729, 2457, 2827, 2918, 82, 1081, 1779, 2395]","[0.7410566875930743, 0.6524814470905027]"
4251,4251,"[835, 971, 1677, 1714, 2933, 2993, 3502, 4864, 696, 1276, 1827, 2435, 2476, 3183, 3463, 3482]","[0.5010214733054363, 0.4451447916384177]"
4252,4252,"[1024, 1262, 1264, 1267, 1589, 2335, 2708, 2969, 3140, 3606, 440, 1570, 1651, 2121, 2601, 2629, 2649, 2988, 4289, 4563, 4802]","[0.623209361966156, 0.26934546071713783]"
4253,4253,"[263, 307, 499, 2321, 3384, 3556, 4055, 4442, 1158, 1341, 2756, 2974, 3589, 4004, 4188]","[0.8772956331542606, 0.9198268891695223]"
4254,4254,"[260, 1476, 1849, 4855, 4939, 1360, 1611]","[0.3940659451921603, 0.8737642319272305]"
4255,4255,"[398, 488, 1226, 1369, 2406, 3769, 3959, 551, 1878, 3492, 3834, 3929, 4278, 4887, 4907]","[0.2203089829632554, 0.7292428858501169]"
4256,4256,"[853, 964, 2673, 2880, 3170, 3792, 897, 1191, 2378, 3051]","[0.8913106958843549, 0.7293921777507788]"
4257,4257,"[180, 598, 601, 936, 2238, 3356, 3526, 3811, 4617, 485, 2199, 3470]","[0.005698427756718472, 0.012591928657346041]"
4258,4258,"[3174, 4143, 304, 1300, 1890, 2454, 3373]","[0.5763960752382661, 0.023194314214953105]"
4259,4259,"[1256, 2338, 3844, 4482, 760, 1424, 3215, 3254, 3362]","[0.25723591703769055, 0.7950123176218611]"
4260,4260,"[988, 1186, 2092, 3523, 4779, 337, 1458, 1678, 2726, 3353]","[0.5813776968808713, 0.9289329767525815]"
4261,4261,"[60, 313, 2048, 3619, 3921, 4788, 4877, 4897, 46, 48, 2458, 3429, 3476]","[0.4372597757100868, 0.5286285088518141]"
4262,4262,"[1865, 1869, 4629, 397, 984, 996, 1674, 2519, 3033, 3933]","[0.1546280743057159, 0.9830449501711452]"
4263,4263,"[118, 999, 1214, 1738, 1812, 4933, 4371, 119, 925, 1428, 2150, 3108, 3354, 4584]","[0.6538166579076699, 0.487834214417341]"
4264,4264,"[3270, 3311, 4022, 4899, 379, 1549, 1928, 2533, 3313]","[0.027012660942721478, 0.5975429405131994]"
4265,4265,"[1743, 1893, 2109, 2346, 2400, 3600, 3829, 3945, 79, 99, 249, 677, 1671, 1921, 2318, 3483, 3524, 3724, 3967, 4903]","[0.2814001988387934, 0.7036535951016134]"
4266,4266,"[494, 1013, 1902, 2347, 2496, 3441, 1850, 2888, 2903, 3443, 4770, 4803]","[0.06379572204291784, 0.5970735910267425]"
4267,4267,"[766, 1583, 1930, 1935, 33, 1419, 3083, 3456, 3646, 4377, 4567]","[0.4012796768049298, 0.9420789351582525]"
4268,4268,"[1602, 2013, 2455, 2949, 4221, 295, 848, 1395, 1462, 1552, 2219, 2330]","[0.340338754085172, 0.12092609449569158]"
4269,4269,"[1030, 2262, 2596, 2874, 2889, 3710, 3729, 3847, 3919, 521, 989, 2584, 2845]","[0.7804091749255175, 0.3305143197948338]"
4270,4270,"[2122, 2788, 2942, 3530, 4288, 4492, 628, 707, 871, 1905, 2006, 2961, 4600, 4621, 4870]","[0.15664088548498378, 0.8226213146455592]"
4271,4271,"[9, 273, 845, 938, 1579, 1852, 2163, 2273, 2329, 4291, 552, 674, 922, 1098, 1546, 2340, 2438, 2651, 4724, 4823]","[0.16781433084685615, 0.6068747917591099]"
4272,4272,"[3109, 3614, 3875, 387, 866, 2130, 4910]","[0.9565658383425469, 0.4996027563386557]"
4273,4273,"[668, 808, 939, 1000, 3297, 3574, 4571, 1469, 1626, 1982, 4646, 4828, 4847, 4940, 4985]","[0.605663817782962, 0.5643548403867827]"
4274,4274,"[109, 1083, 2351, 2704, 3319, 4859, 4607, 1783, 1851, 4986]","[0.8151182826437211, 0.9141814724997159]"
4275,4275,"[483, 2876, 3275, 3334, 3453, 4216, 4991, 196, 2145, 3213, 3390, 3822]","[0.19272461310751576, 0.2636907644756774]"
4276,4276,"[210, 4368, 4615, 4786, 65, 2612, 3370]","[0.04570801057057572, 0.6647862491269466]"
4277,4277,"[357, 1538, 1682, 1689, 3069, 2801, 3640, 4033, 4596]","[0.8588954515475183, 0.3519735044604071]"
4278,4278,"[621, 987, 995, 1369, 2230, 3450, 3856, 3929, 1190, 1226, 2489, 3395, 3658, 4255, 4742, 4907]","[0.18579546359120924, 0.7344526765177815]"
4279,4279,"[1021, 1390, 2113, 2775, 3332, 4565, 254, 1086, 1713, 3025]","[0.8857229625337824, 0.006568458223898843]"
4280,4280,"[453, 1118, 1707, 2978, 3029, 3582, 4307, 299, 1085, 1125, 1179, 1392, 3678, 4598]","[0.6843475290118304, 0.27646376707461695]"
4281,4281,"[154, 1239, 1363, 1919, 3212, 3653, 3727, 4889, 675, 1545, 1616, 1831, 1920, 4588]","[0.47806142639220905, 0.12161647788683594]"
4282,4282,"[168, 2369, 2545, 3220, 4318, 4297, 940, 1016, 1422, 1706, 1726, 2803, 3229, 3604, 4819]","[0.7318847407381226, 0.5098570927048011]"
4283,4283,"[531, 854, 3721, 4931, 222, 849, 2340, 4487]","[0.10034212019329125, 0.6170768737772736]"
4284,4284,"[1652, 1731, 1965, 97, 1555, 1717, 3983, 4139, 4760]","[0.37682095332105126, 0.1998335864574795]"
4285,4285,"[1556, 1808, 3734, 405, 1606, 1730, 4112, 4681, 4744]","[0.30874141628625207, 0.29802097389837645]"
4286,4286,"[38, 349, 478, 1430, 1489, 1578, 2019, 3704, 4376, 4660, 305, 591, 927, 997, 1263, 2897, 3722, 3725, 4062, 4479, 4832]","[0.16711949146135774, 0.668201505469786]"
4287,4287,"[238, 294, 813, 4217, 4702, 4587, 918, 2184, 2970, 3222, 3609, 4566, 4972]","[0.1707526872291446, 0.06858750125219337]"
4288,4288,"[2788, 2942, 2961, 3530, 4270, 628, 2122, 4492, 4621]","[0.1631181585521022, 0.8155685501004902]"
4289,4289,"[299, 440, 1024, 1179, 1589, 1651, 2121, 2649, 2782, 3247, 3678, 4563, 453, 1264, 1707, 2227, 2335, 2601, 2978, 3029, 3140, 3503, 3582, 3606, 4252, 4824]","[0.6428350232145309, 0.2769184426533263]"
4290,4290,"[105, 1373, 1600, 1601, 1724, 2074, 2539]","[0.556425523849772, 0.2937300923517514]"
4291,4291,"[9, 273, 845, 1579, 2273, 2329, 4271, 552, 922, 938, 1098, 1852, 2163, 2340, 2651, 4823]","[0.1662091167894033, 0.6144431227690158]"
4292,4292,"[16, 2062, 4875, 3504, 4002, 4690]","[0.40942268313951624, 0.16809595265067734]"
4293,4293,"[419, 1602, 1855, 2330, 3245, 3994, 4165, 908, 1185, 1395, 2128, 2761, 3409, 3427, 3832, 4127, 4375, 4502]","[0.3368600385434888, 0.09847196025739724]"
4294,4294,"[1306, 1961, 2939, 4180, 4603, 1284, 1905]","[0.19055960085083068, 0.8554795621854328]"
4295,4295,"[377, 452, 1113, 2495, 3320, 4229, 4900, 367, 618, 767, 1058, 1466, 1764, 1825, 2245, 3023, 3030, 3806, 4063, 4205, 4843]","[0.2953583445242719, 0.890745780353716]"
4296,4296,"[414, 1918, 2660, 2700, 3050, 3393, 3625, 4535, 4542, 756, 928, 1367, 1474, 2051, 2909, 3199, 3431, 3529, 3744, 4106, 4338, 4346, 4648, 4913]","[0.7240108282184695, 0.20093275869103733]"
4297,4297,"[1016, 1422, 2545, 2803, 3220, 4282, 4318, 168, 1121, 2369, 3996, 4819]","[0.7444581422532145, 0.5244084896062887]"
4298,4298,"[1032, 1684, 1981, 2442, 3017, 3593, 4017, 4892, 725, 745, 1727, 1788, 1805, 2479, 2693, 3182, 3756, 3764]","[0.2612574593878214, 0.05289261076073204]"
4299,4299,"[502, 1480, 4083, 4175, 4830, 1283, 3476]","[0.4675480885976512, 0.5134163057358139]"
4300,4300,"[1080, 2228, 4614, 73, 375, 659, 2882, 3155, 4516]","[0.9444173753506817, 0.27091428007176355]"
4301,4301,"[804, 1776, 2567, 2683, 3122, 3961, 386, 1507, 1953, 3535, 4709, 4750, 4751, 4807]","[0.812540369940934, 0.16206394509133315]"
4302,4302,"[82, 1311, 1779, 2372, 2681, 722, 1633, 2395, 3577]","[0.7680066290004842, 0.6128100423351016]"
4303,4303,"[393, 2041, 2524, 3046, 3982, 580, 1036, 1204, 2399, 3705, 4315, 4710]","[0.013563475079813703, 0.18594692003061264]"
4304,4304,"[595, 919, 2188, 2418, 2548, 2840, 4641, 373, 900, 1911, 2076, 3024, 3478, 3618, 3749, 4003, 4798]","[0.5338249360784622, 0.8057062700348137]"
4305,4305,"[78, 137, 1136, 1670, 2126, 3930, 3991, 4836, 977, 1202, 2644, 2734, 3624, 3766, 3803, 3992]","[0.409488049698409, 0.13643845616599515]"
4306,4306,"[750, 1023, 3637, 3978, 4915, 22, 983, 2261, 2505, 3935, 4818]","[0.25494746832695303, 0.8379983981369754]"
4307,4307,"[209, 1085, 1118, 1125, 4280, 4598, 453, 1182, 1388, 1707, 2485, 2978, 3029, 3343, 3582, 4804]","[0.7021368255366172, 0.2826996986986047]"
4308,4308,"[443, 2259, 2862, 1046, 2296, 2381]","[0.5854678621693636, 0.57681618249931]"
4309,4309,"[1128, 1366, 1571, 1829, 2645, 3144, 4137, 4578, 68, 1339, 2383, 3399, 3445, 3905, 3934]","[0.72483077200412, 0.12033872213802954]"
4310,4310,"[4122, 4627, 432, 1661, 3058, 3634]","[0.968157426005499, 0.43545643318952043]"
4311,4311,"[785, 1970, 3178, 3468, 3785, 4950, 122, 276, 1282, 1742, 2713, 3324, 4509]","[0.6129299425043966, 0.09144823863666796]"
4312,4312,"[762, 1298, 2992, 3253, 3768, 4886, 1566, 1719, 2129, 2570, 2575, 2706, 3033, 3472, 4394]","[0.1841352400259384, 0.9595033916695295]"
4313,4313,"[198, 1533, 2814, 3041, 4829, 244, 2616, 3471]","[0.4609300242588562, 0.39440321781227805]"
4314,4314,"[2624, 2761, 3427, 4127, 4687, 4375, 4965, 419, 1855, 2569, 2798, 3182, 3409, 3635, 3832, 4502, 4944, 4988]","[0.3115186127689813, 0.06552474360324045]"
4315,4315,"[393, 1036, 2399, 3046, 3705, 3807, 3860, 3982, 4928, 4705, 1615, 1817, 1976, 2041, 2524, 2664, 2958, 2967, 3451, 4303, 4710, 4808]","[0.026492962674402487, 0.20613524912749293]"
4316,4316,"[2512, 2595, 3273, 3549, 4043, 4902, 2107, 3271]","[0.013275772981586775, 0.4699984571873238]"
4317,4317,"[2066, 2236, 2244, 2282, 2299, 2394, 2752, 3208, 4393, 4678, 4378, 358, 1218, 2466, 2881, 2911, 3322, 3747, 3889, 4179, 4530, 4622]","[0.8683138558979026, 0.6241976731264889]"
4318,4318,"[168, 2545, 3220, 4282, 4297, 1016, 1422, 1706, 2369, 2803, 3604]","[0.738338687583187, 0.5134758757253212]"
4319,4319,"[1167, 1237, 2348, 2904, 101, 197, 856, 2101, 2428, 2586, 2789, 3357, 4100]","[0.5986776029081097, 0.3800926402746134]"
4320,4320,"[442, 1089, 1219, 1475, 1477, 2100, 3737, 3977, 4822, 4834, 145, 576, 810, 2001, 2472, 3596, 4090]","[0.7497325417328253, 0.961905553185859]"
4321,4321,"[441, 1307, 2901, 3164, 3521, 4081, 430, 1066, 1116, 2402, 2536, 4701]","[0.22561177550807798, 0.008228294381520063]"
4322,4322,"[2830, 2934, 2994, 3339, 4774]","[0.7296857301619298, 0.6801096575071366]"
4323,4323,"[447, 1685, 1973, 2319, 3119, 4857, 1268, 2073, 2081, 3037, 4559]","[0.5202636662721648, 0.7639602406169665]"
4324,4324,"[1177, 3492, 3656, 4082, 551, 1878, 2406, 3834, 4556, 4887]","[0.25387494169437075, 0.7654356280114819]"
4325,4325,"[1995, 2283, 4941, 4405, 220, 427, 1173, 1294, 1368, 1664, 1810, 3474, 3544]","[0.41384434656051283, 0.7009867755920949]"
4326,4326,"[1106, 1630, 2206, 4863, 4363, 4747, 4059, 4179, 4530]","[0.8276118634505123, 0.5924948730738419]"
4327,4327,"[149, 2322, 2821, 3691, 3904, 4993, 326, 2405, 2745]","[0.9589979580621114, 0.1476871756206054]"
4328,4328,"[114, 548, 1385, 2834, 4249, 873, 1946, 2095, 2446, 3243, 3586, 3892, 3951, 4764]","[0.2635415031692878, 0.46440553229059534]"
4329,4329,"[177, 1165, 1317, 1868, 2009, 2401, 4445, 1420, 2152, 2336, 3107, 3939, 4202]","[0.1298141754422466, 0.9036037810369135]"
4330,4330,"[342, 700, 796, 3071, 3507, 4953, 249, 323, 2385, 3843]","[0.2748274435117386, 0.7555593358600935]"
4331,4331,"[242, 504, 1789, 2218, 2559, 3326, 3382, 1083, 1254, 2610, 2703, 3074, 3709]","[0.7847333840553093, 0.9065828532307253]"
4332,4332,"[1781, 1927, 4858, 4949, 669, 1324, 1771, 2029, 3045, 3610, 4491, 4925]","[0.9333263680940608, 0.08497413297517842]"
4333,4333,"[162, 1147, 1932, 2526, 3055, 3121, 3201, 3516, 3862, 4358, 385, 467, 721, 856, 1543, 2157, 3149, 3865, 4551, 4692]","[0.5961101163215835, 0.4246954744218704]"
4334,4334,"[141, 223, 1361, 1775, 1825, 3023, 3292, 3560, 4066, 4205, 4337, 4843, 331, 377, 1335, 1466, 2224, 2495, 2543, 2781, 2791, 3528, 3645, 3732, 4546, 4570]","[0.2621240718464325, 0.9107508683529996]"
4335,4335,"[831, 1785, 1871, 3184, 3735, 4001, 4136, 146, 438, 693, 1510]","[0.06346902723393522, 0.8767373647775659]"
4336,4336,"[34, 2031, 2574, 4849, 1966, 2286, 3012, 3990]","[0.1304108365312383, 0.4024910596664637]"
4337,4337,"[1361, 2224, 2781, 2791, 3023, 3292, 3560, 3645, 4334, 4546, 141, 223, 610, 1335, 1590, 1775, 1825, 2007, 2359, 2495, 2633, 2702, 3400, 3528, 4066, 4086, 4205, 4843]","[0.24458875552313875, 0.9085384218744421]"
4338,4338,"[1367, 1918, 2660, 2909, 3431, 3561, 3632, 4542, 1148, 1544, 3050, 3625, 3752, 3981, 4296, 4804]","[0.7129126108616959, 0.2317955075751088]"
4339,4339,"[26, 838, 1272, 1951, 3146, 3473, 4104, 4244, 4844, 1358, 1416, 3093, 4954]","[0.5270196243432688, 0.5882146269049651]"
4340,4340,"[420, 639, 2866, 3569, 4757, 1188, 1211, 1438, 4374, 4730, 4969]","[0.40523766364030145, 0.8230360331707948]"
4341,4341,"[20, 1464, 2694, 3066]","[0.518536264828131, 0.0046372764907518516]"
4342,4342,"[24, 514, 517, 4497, 1953, 2501, 2836, 3465, 3535, 3961, 4534]","[0.7851691788252022, 0.19291380835286953]"
4343,4343,"[2053, 2069, 2104, 2392, 3588, 3980, 4812, 335, 1078, 1806, 2544, 3016, 3115, 3592]","[0.7711192250971618, 0.5779761213648853]"
4344,4344,"[165, 695, 718, 1029, 1989, 2426, 3584, 3878, 217, 1110, 1632, 2101, 2425, 2743, 3916, 4458]","[0.5412529838864104, 0.37001134724946894]"
4345,4345,"[84, 2243, 4164, 4213, 4227, 4604, 4552, 147, 338, 549, 805, 833, 889, 1514, 3009, 4679]","[0.4661885830818109, 0.6288897353010895]"
4346,4346,"[199, 414, 928, 2051, 2916, 3199, 3529, 3625, 3744, 4535, 4913, 4648, 756, 943, 1918, 2697, 3050, 3102, 3459, 4106, 4296]","[0.6992935607098777, 0.18713953016938545]"
